ID,Rating,Rarity,Element,Name,Series,2nd Series,Weapon,2nd Weapon,Race,2nd Race,Type,HP,ATK,VA,URL
4188,8.5,SSR,Light,Cure Black and Cure White,Tie-In / Collab,-,Melee,-,Human,-,Attack,1300,4400,"Yōko Honna,Yukana",https://gbf.wiki/Cure_Black_and_Cure_White
2024,5.0,R,Light,Daetta,Permanent,-,Axe,-,Draph,-,Attack,700,5280,Kotori Koiwai,https://gbf.wiki/Daetta
3116,6.5,SR,Light,Daetta (SR),Permanent,-,Axe,-,Draph,-,Attack,1150,7800,Kotori Koiwai,https://gbf.wiki/Daetta_(SR)
2044,6.5,R,Fire,Dante,Permanent,-,Staff,-,Human,-,Attack,960,3200,Takanori Hoshino,https://gbf.wiki/Dante
4489,9.7,SSR,Earth,Dante (Halloween),Halloween,-,Staff,Melee,Human,-,Attack,1240,9800,Takanori Hoshino,https://gbf.wiki/Dante_(Halloween)
3156,8.0,SR,Fire,Dante (SR),Permanent,-,Staff,-,Human,-,Attack,1000,7500,Takanori Hoshino,https://gbf.wiki/Dante_(SR)
4205,9.5,SSR,Earth,Dante and Freiheit,Permanent,-,Staff,Melee,Human,-,Attack,1250,9750,"Takanori Hoshino,Makoto Furukawa",https://gbf.wiki/Dante_and_Freiheit
3017,7.5,SR,Dark,Danua,Permanent,-,Dagger,-,Draph,-,Special,1240,6530,Nozomi Sasaki,https://gbf.wiki/Danua
4135,9.3,SSR,Fire,Danua (Halloween),Halloween,-,Dagger,Axe,Draph,-,Special,1550,8610,Nozomi Sasaki,https://gbf.wiki/Danua_(Halloween)
4256,9.0,SSR,Light,Danua (SSR),Permanent,-,Dagger,Axe,Draph,-,Special,1380,9820,Nozomi Sasaki,https://gbf.wiki/Danua_(SSR)
4055,8.5,SSR,Dark,Danua (Summer),Summer,-,Dagger,-,Draph,-,Special,1590,8350,Nozomi Sasaki,https://gbf.wiki/Danua_(Summer)
4004,9.5,SSR,Light,De La Fille,Permanent,-,Sabre,-,Human,-,Heal,1600,6400,Chiwa Saitō,https://gbf.wiki/De_La_Fille
4113,9.0,SSR,Earth,De La Fille (Earth),Permanent,-,Sabre,-,Human,-,Heal,1910,5800,Chiwa Saitō,https://gbf.wiki/De_La_Fille_(Earth)
4014,8.5,SSR,Light,De La Fille (Summer),Summer,-,Sabre,-,Human,-,Heal,1600,6400,Chiwa Saitō,https://gbf.wiki/De_La_Fille_(Summer)
4520,9.5,SSR,Dark,De La Fille (Yukata),Yukata,-,Sabre,-,Human,-,Heal,1786,6270,Chiwa Saitō,https://gbf.wiki/De_La_Fille_(Yukata)
2005,4.0,R,Water,Deliford,Permanent,-,Spear,-,Human,-,Defense,960,3600,Kenta Miyake,https://gbf.wiki/Deliford
3188,7.5,SR,Dark,Deliford (SR),Permanent,-,Spear,-,Human,-,Defense,1330,4830,Kenta Miyake,https://gbf.wiki/Deliford_(SR)
4507,9.3,SSR,Water,Deliford (SSR),Permanent,-,Spear,-,Human,-,Defense,1950,7050,Kenta Miyake,https://gbf.wiki/Deliford_(SSR)
4561,9.4,SSR,Dark,Diablo (Collab),Tie-In / Collab,-,Melee,-,Other,-,Special,1307,8666,Takahiro Sakurai,https://gbf.wiki/Diablo_(Collab)
4296,9.2,SSR,Earth,Diantha,Permanent,-,Harp,-,Human,-,Heal,1750,6500,Inori Minase,https://gbf.wiki/Diantha
3150,7.0,SR,Water,Diantha (Promo),Permanent,-,Harp,-,Human,-,Special,900,5000,Inori Minase,https://gbf.wiki/Diantha_(Promo)
4129,9.3,SSR,Water,Diantha (Summer),Summer,-,Harp,-,Human,-,Special,1420,8100,Inori Minase,https://gbf.wiki/Diantha_(Summer)
4370,9.2,SSR,Water,Doraemon,Tie-In / Collab,-,Gun,Katana,Other,-,Special,1293,9030,Wasabi Mizuta,https://gbf.wiki/Doraemon
3058,5.5,SR,Fire,Dorothy,Permanent,-,Gun,-,Human,-,Special,1110,6630,Sora Amamiya,https://gbf.wiki/Dorothy
4134,9.4,SSR,Light,Dorothy and Claudia,Permanent,-,Gun,Melee,Human,-,Special,1400,9300,"Sora Amamiya,Miho Arakawa",https://gbf.wiki/Dorothy_and_Claudia
4475,9.6,SSR,Fire,Dorothy and Claudia (Summer),Summer,-,Gun,Melee,Human,-,Special,1230,9050,"Sora Amamiya,Miho Arakawa",https://gbf.wiki/Dorothy_and_Claudia_(Summer)
4269,9.0,SSR,Fire,Drang,Permanent,-,Staff,-,Erune,-,Special,1200,7720,Tomokazu Sugita,https://gbf.wiki/Drang
4119,9.4,SSR,Water,Drang (Grand),Grand,-,Staff,-,Erune,-,Special,1250,7510,Tomokazu Sugita,https://gbf.wiki/Drang_(Grand)
2063,5.0,R,Fire,Drusilla,Permanent,-,Dagger,-,Harvin,-,Special,700,4490,Rina Endō,https://gbf.wiki/Drusilla
4464,9.2,SSR,Light,Drusilla (SSR),Permanent,-,Dagger,-,Harvin,-,Special,1160,9240,Rina Endō,https://gbf.wiki/Drusilla_(SSR)
4037,,SSR,Earth,Eahta,Eternal,-,Katana,-,Draph,-,Attack,1788,10788,Banjō Ginga,https://gbf.wiki/Eahta
3061,8.0,SR,Water,Ejaeli,Permanent,-,Harp,-,Human,-,Balanced,1250,6250,Sayuri Yahagi,https://gbf.wiki/Ejaeli
4403,9.6,SSR,Wind,Elea,Permanent,-,Sabre,Katana,Erune,-,Balanced,1440,7200,Toa Yukinari,https://gbf.wiki/Elea
3138,8.0,SR,Dark,Elize Lutus,Tie-In / Collab,-,Staff,-,Human,-,Special,810,5450,Yuki Horinaka,https://gbf.wiki/Elize_Lutus
2025,4.0,R,Fire,Elmelaura,Permanent,-,Axe,-,Harvin,-,Special,580,4200,Isuzu Nishihagi (as Neeko),https://gbf.wiki/Elmelaura
3023,5.5,SR,Fire,Elmott,Permanent,-,Staff,-,Erune,-,Attack,900,6750,Tetsuya Kakihara,https://gbf.wiki/Elmott
4356,9.7,SSR,Fire,Elmott (SSR),Permanent,-,Staff,-,Erune,-,Attack,1125,8775,Tetsuya Kakihara,https://gbf.wiki/Elmott_(SSR)
3083,6.5,SR,Fire,Elmott (Summer),Summer,-,Staff,-,Erune,-,Attack,900,6750,Tetsuya Kakihara,https://gbf.wiki/Elmott_(Summer)
4521,9.4,SSR,Fire,Elmott (Yukata),Yukata,-,Staff,-,Erune,-,Attack,1130,8750,Tetsuya Kakihara,https://gbf.wiki/Elmott_(Yukata)
3025,6.0,SR,Wind,Elta,Permanent,-,Harp,-,Human,-,Special,1000,6875,Shouta Aoi,https://gbf.wiki/Elta
3244,6.5,SR,Light,Elta (Light),Permanent,-,Harp,-,Human,-,Special,1051,6620,Shouta Aoi,https://gbf.wiki/Elta_(Light)
4365,9.4,SSR,Wind,Enyo,Permanent,-,Spear,-,Primal,-,Attack,1000,11000,Marika Kōno,https://gbf.wiki/Enyo
4470,9.2,SSR,Fire,Enyo (Summer),Summer,-,Spear,-,Primal,-,Attack,980,11600,Marika Kōno,https://gbf.wiki/Enyo_(Summer)
3131,7.5,SR,Light,Erica Fontaine,Tie-In / Collab,-,Gun,-,Human,-,Heal,1100,4000,Noriko Hidaka,https://gbf.wiki/Erica_Fontaine
4421,9.5,SSR,Water,Erika,Permanent,-,Gun,-,Human,-,Balanced,1600,8000,Haruka Tomatsu,https://gbf.wiki/Erika
3164,7.0,SR,Water,Erin,Permanent,-,Staff,-,Other,-,Heal,1420,4800,Rie Takahashi,https://gbf.wiki/Erin
4439,9.4,SSR,Water,Erin (SSR),Permanent,-,Staff,-,Other,-,Heal,1810,6250,Rie Takahashi,https://gbf.wiki/Erin_(SSR)
2002,4.0,R,Wind,Eso,Permanent,-,Axe,-,Human,-,Attack,620,4900,Taiten Kusunoki,https://gbf.wiki/Eso
3128,6.5,SR,Wind,Eso (SR),Permanent,-,Axe,-,Human,-,Balanced,1220,6400,Taiten Kusunoki,https://gbf.wiki/Eso_(SR)
4163,,SSR,Wind,Estarriola,Evoker,-,Staff,-,Harvin,-,Special,1314,10409,Chō,https://gbf.wiki/Estarriola
3007,7.0,SR,Earth,Eugen,Permanent,-,Gun,-,Human,-,Balanced,900,6880,Keiji Fujiwara /Kazuhiro Yamaji,https://gbf.wiki/Eugen
4077,9.4,SSR,Earth,Eugen (Grand),Grand,-,Gun,-,Human,-,Attack,1400,9900,Keiji Fujiwara /Kazuhiro Yamaji,https://gbf.wiki/Eugen_(Grand)
3085,6.5,SR,Earth,Eugen (Summer),Summer,-,Gun,-,Human,-,Attack,930,6820,Keiji Fujiwara /Kazuhiro Yamaji,https://gbf.wiki/Eugen_(Summer)
4190,9.9,SSR,Water,Europa,Grand,-,Staff,Spear,Primal,-,Heal,2000,6800,Mai Nakahara,https://gbf.wiki/Europa
4434,9.5,SSR,Earth,Europa (Holiday),Holiday,-,Staff,-,Primal,-,Balanced,1980,6900,Mai Nakahara,https://gbf.wiki/Europa_(Holiday)
4226,9.1,SSR,Water,Europa (Summer),Summer,-,Staff,-,Primal,-,Balanced,1380,9100,Mai Nakahara,https://gbf.wiki/Europa_(Summer)
4069,9.2,SSR,Earth,Eustace,Permanent,-,Gun,-,Erune,-,Attack,1100,8900,Kazuya Nakai,https://gbf.wiki/Eustace
4198,9.4,SSR,Dark,Eustace (Dark),Permanent,-,Gun,Dagger,Erune,-,Attack,1200,8600,Kazuya Nakai,https://gbf.wiki/Eustace_(Dark)
4099,9.1,SSR,Earth,Eustace (Halloween),Halloween,-,Gun,-,Erune,-,Attack,1100,8900,Kazuya Nakai,https://gbf.wiki/Eustace_(Halloween)
4411,9.5,SSR,Wind,Eustace (Summer),Summer,-,Gun,Dagger,Erune,-,Attack,1042,9190,Kazuya Nakai,https://gbf.wiki/Eustace_(Summer)
4575,9.7,SSR,Dark,Evangeline A.K. McDowell,Tie-In / Collab,-,Staff,Melee,Other,-,Attack,1250,9750,Yuki Matsuoka,https://gbf.wiki/Evangeline_A.K._McDowell
4378,9.0,SSR,Wind,Ewiyar,Permanent,-,Melee,-,Other,-,Special,1400,8200,Rie Hikisaka,https://gbf.wiki/Ewiyar
4452,9.7,SSR,Wind,Ewiyar (Grand),Grand,-,Melee,-,Other,-,Special,1118,9410,Rie Hikisaka,https://gbf.wiki/Ewiyar_(Grand)
3027,4.5,SR,Fire,Ezecrain,Permanent,-,Dagger,-,Human,-,Special,1125,6250,Kenjiro Tsuda,https://gbf.wiki/Ezecrain
3210,7.0,SR,Light,Ezecrain (Event),Permanent,-,Melee,-,Human,-,Special,715,5900,Kenjiro Tsuda,https://gbf.wiki/Ezecrain_(Event)
2006,4.0,R,Earth,Farrah,Permanent,-,Sabre,-,Human,-,Balanced,816,3920,Mariya Ise,https://gbf.wiki/Farrah
3103,6.5,SR,Wind,Farrah (Event),Permanent,-,Sabre,-,Human,-,Defense,1200,4150,Mariya Ise,https://gbf.wiki/Farrah_(Event)
3037,6.0,SR,Earth,Farrah (SR),Permanent,-,Sabre,-,Human,-,Balanced,1230,6380,Mariya Ise,https://gbf.wiki/Farrah_(SR)
3248,7.0,SR,Water,Farrah (Summer),Summer,-,Sabre,-,Human,-,Attack,1100,7000,Mariya Ise,https://gbf.wiki/Farrah_(Summer)
4325,9.1,SSR,Light,Farrah and Juri,Permanent,-,Sabre,-,Human,-,Balanced,1560,7800,"Mariya Ise,Makoto Furukawa",https://gbf.wiki/Farrah_and_Juri
2020,4.5,R,Light,Feather,Permanent,-,Melee,-,Human,-,Attack,640,4500,Sōma Saitō,https://gbf.wiki/Feather
3254,8.0,SR,Dark,Feather (Halloween),Halloween,-,Melee,-,Human,-,Attack,1100,7200,Sōma Saitō,https://gbf.wiki/Feather_(Halloween)
3078,8.0,SR,Light,Feather (SR),Permanent,-,Melee,-,Human,-,Attack,1050,7250,Sōma Saitō,https://gbf.wiki/Feather_(SR)
4304,9.4,SSR,Light,Feather (SSR),Permanent,-,Melee,-,Human,-,Attack,1270,9770,Sōma Saitō,https://gbf.wiki/Feather_(SSR)
4376,9.8,SSR,Dark,Fediel,Grand,-,Sabre,Melee,Draph,-,Special,1200,10720,Asami Tano,https://gbf.wiki/Fediel
4472,9.3,SSR,Water,Fediel (Summer),Summer,-,Melee,Sabre,Draph,-,Special,1390,9770,Asami Tano,https://gbf.wiki/Fediel_(Summer)
4061,8.5,SSR,Wind,Feena,Permanent,-,Bow,-,Human,-,Attack,1320,9400,Haruka Tomatsu,https://gbf.wiki/Feena
3035,7.0,SR,Wind,Feena (Event),Permanent,-,Bow,-,Human,-,Balanced,960,5200,Haruka Tomatsu,https://gbf.wiki/Feena_(Event)
3228,7.5,SR,Light,Feena (Holiday),Holiday,-,Bow,-,Human,-,Attack,840,8050,Haruka Tomatsu,https://gbf.wiki/Feena_(Holiday)
4573,9.3,SSR,Light,Feena (Light),Permanent,-,Bow,-,Human,-,Attack,1216,9920,Haruka Tomatsu,https://gbf.wiki/Feena_(Light)
4519,9.8,SSR,Fire,Fenie,Grand,-,Staff,-,Other,-,Heal,1724,6580,Konomi Kohara,https://gbf.wiki/Fenie
4033,,SSR,Water,Feower,Eternal,-,Dagger,-,Erune,-,Special,1344,8844,Jun Fukuyama,https://gbf.wiki/Feower
4565,9.5,SSR,Fire,Feower (Holiday),Eternal,Holiday,Dagger,-,Erune,-,Attack,1144,8644,Jun Fukuyama,https://gbf.wiki/Feower_(Holiday)
3032,6.0,SR,Light,Ferry,Permanent,-,Dagger,-,Erune,-,Special,1035,5740,Madoka Yonezawa,https://gbf.wiki/Ferry
4209,9.3,SSR,Dark,Ferry (Grand),Grand,-,Dagger,-,Erune,-,Special,1550,7100,Madoka Yonezawa,https://gbf.wiki/Ferry_(Grand)
3101,6.5,SR,Light,Ferry (Halloween),Halloween,-,Dagger,-,Erune,-,Special,1035,5740,Madoka Yonezawa,https://gbf.wiki/Ferry_(Halloween)
4073,9.6,SSR,Light,Ferry (SSR),Permanent,-,Dagger,-,Erune,-,Balanced,1420,7450,Madoka Yonezawa,https://gbf.wiki/Ferry_(SSR)
3310,8.0,SR,Fire,Ferry (Summer),Summer,-,Dagger,-,Erune,-,Special,920,6200,Madoka Yonezawa,https://gbf.wiki/Ferry_(Summer)
4034,,SSR,Light,Fif,Eternal,-,Staff,-,Harvin,-,Heal,1855,8055,Wasabi Mizuta,https://gbf.wiki/Fif
4314,9.6,SSR,Water,Filene,Permanent,-,Spear,-,Other,-,Special,1140,9500,Sora Amamiya,https://gbf.wiki/Filene
4305,9.5,SSR,Earth,Fiorito,Permanent,-,Melee,-,Human,-,Attack,1400,9200,Fairouz Ai,https://gbf.wiki/Fiorito
4435,9.3,SSR,Dark,Fiorito (Holiday),Holiday,-,Melee,-,Human,-,Attack,1300,9700,Fairouz Ai,https://gbf.wiki/Fiorito_(Holiday)
2049,5.0,R,Fire,Flesselles,Permanent,-,Bow,-,Erune,-,Balanced,680,3960,Mutsumi Tamura,https://gbf.wiki/Flesselles
4299,9.3,SSR,Wind,Florence,Permanent,-,Staff,-,Human,-,Special,1400,8200,Toa Yukinari,https://gbf.wiki/Florence
4552,9.5,SSR,Dark,Florence (Dark),Permanent,-,Staff,-,Human,-,Special,1305,8675,Toa Yukinari,https://gbf.wiki/Florence_(Dark)
4429,9.9,SSR,Light,Florence (Halloween),Halloween,-,Staff,-,Human,-,Special,1305,8675,Toa Yukinari,https://gbf.wiki/Florence_(Halloween)
4086,8.5,SSR,Dark,Forte,Permanent,-,Spear,-,Draph,-,Attack,1340,10130,Sachika Misawa,https://gbf.wiki/Forte
4161,,SSR,Fire,Fraux,Evoker,-,Melee,-,Erune,-,Attack,1315,9808,Azumi Asakura,https://gbf.wiki/Fraux
4182,9.4,SSR,Dark,Freezie,Fantasy,-,Gun,-,Erune,-,Special,1080,8120,Yūko Kaida,https://gbf.wiki/Freezie
4387,9.2,SSR,Wind,Freyr,Permanent,-,Sabre,-,Primal,-,Attack,1200,10000,Hikaru Midorikawa,https://gbf.wiki/Freyr
3271,8.3,SR,Fire,Friday (Summer),Summer,-,Melee,Gun,Human,-,Balanced,1250,6250,Asami Imai,https://gbf.wiki/Friday_(Summer)
4492,10,SSR,Water,Gabriel,Grand,-,Staff,-,Primal,-,Defense,2050,7300,Mariko Kouda,https://gbf.wiki/Gabriel
4248,8.5,SSR,Wind,Gachapin,Tie-In / Collab,-,Sabre,Melee,Other,-,Balanced,1421,8888,???,https://gbf.wiki/Gachapin
2004,5.0,R,Earth,Galadar,Permanent,-,Axe,-,Draph,-,Defense,1000,3800,Kohsei Hirota,https://gbf.wiki/Galadar
3094,7.5,SR,Earth,Galadar (SR),Permanent,-,Axe,-,Draph,-,Defense,1580,5920,Kōsei Hirota,https://gbf.wiki/Galadar_(SR)
4405,9.8,SSR,Earth,Galleon,Grand,-,Staff,-,Other,-,Balanced,2000,6500,Suzuko Mimori,https://gbf.wiki/Galleon
4544,10,SSR,Wind,Galleon (Summer),Summer,-,Staff,-,Other,-,Special,1388,8260,Suzuko Mimori,https://gbf.wiki/Galleon_(Summer)
2027,4.5,R,Earth,Garma,Permanent,-,Gun,-,Draph,-,Balanced,840,4580,Hidenori Takahashi,https://gbf.wiki/Garma
4000,9.2,SSR,Wind,Gawain,Permanent,-,Axe,Spear,Human,-,Defense,1760,7200,Tomokazu Seki,https://gbf.wiki/Gawain
4298,9.5,SSR,Light,Gawain (Light),Permanent,-,Axe,Spear,Human,-,Attack,1150,10250,Tomokazu Seki,https://gbf.wiki/Gawain_(Light)
3009,8.0,SR,Earth,Gayne,Permanent,-,Sabre,-,Human,-,Special,1320,5900,Mai Nakahara,https://gbf.wiki/Gayne
4162,,SSR,Light,Geisenborger,Evoker,-,Melee,-,Draph,-,Attack,1517,11407,Masaki Terasoma,https://gbf.wiki/Geisenborger
3132,7.5,SR,Fire,Gemini Sunrise,Tie-In / Collab,-,Katana,Gun,Human,-,Attack,800,6000,Sanae Kobayashi,https://gbf.wiki/Gemini_Sunrise
4052,9.3,SSR,Fire,Ghandagoza,Permanent,-,Melee,-,Draph,-,Attack,1350,10080,Kiyoyuki Yanada,https://gbf.wiki/Ghandagoza
3201,7.0,SR,Fire,Ghandagoza (Summer),Summer,-,Melee,-,Draph,-,Attack,900,8000,Kiyoyuki Yanada,https://gbf.wiki/Ghandagoza_(Summer)
3100,7.0,SR,Wind,Goblin Mage,Permanent,-,Staff,-,Other,-,Special,1320,5640,Kotori Koiwai,https://gbf.wiki/Goblin_Mage
4570,9.7,SSR,Light,Goblin Mage (SSR),Permanent,-,Staff,-,Other,-,Special,1515,7625,Kotori Koiwai,https://gbf.wiki/Goblin_Mage_(SSR)
4297,9.6,SSR,Earth,Golden Knight,Grand,-,Sabre,-,Erune,-,Attack,1200,10000,Ai Kayano,https://gbf.wiki/Golden_Knight
4130,9.1,SSR,Fire,Grea,Permanent,-,Melee,-,Other,-,Attack,1150,10100,Ayaka Fukuhara,https://gbf.wiki/Grea
3204,7.5,SR,Fire,Grea (Event),Permanent,-,Melee,-,Other,-,Attack,710,6600,Ayaka Fukuhara,https://gbf.wiki/Grea_(Event)
4355,9.4,SSR,Light,Grea (Light),Permanent,-,Melee,-,Other,-,Special,1310,8650,Ayaka Fukuhara,https://gbf.wiki/Grea_(Light)
4179,9.3,SSR,Water,Grea (Summer),Summer,-,Melee,-,Other,-,Attack,1160,10050,Ayaka Fukuhara,https://gbf.wiki/Grea_(Summer)
4212,9.5,SSR,Wind,Grimnir,Grand,-,Spear,Staff,Primal,-,Balanced,1640,7800,Megumi Ogata,https://gbf.wiki/Grimnir
4261,9.8,SSR,Wind,Grimnir (Valentine),Valentine,-,Spear,Staff,Primal,-,Special,1214,9900,Megumi Ogata,https://gbf.wiki/Grimnir_(Valentine)
4406,9.8,SSR,Water,Gwynne,Permanent,-,Sabre,Gun,Human,-,Attack,1900,7300,Sayaka Senbongi,https://gbf.wiki/Gwynne
4168,,SSR,Water,Haaselia,Evoker,-,Staff,Melee,Harvin,-,Special,1318,10402,Yukiyo Fujii,https://gbf.wiki/Haaselia
4079,9.4,SSR,Earth,Hallessena,Permanent,-,Axe,-,Draph,-,Attack,1350,10080,Sumire Uesaka,https://gbf.wiki/Hallessena
4240,9.5,SSR,Light,Hallessena (Halloween),Halloween,-,Axe,-,Draph,-,Attack,1090,10800,Sumire Uesaka,https://gbf.wiki/Hallessena_(Halloween)
4540,9.5,SSR,Dark,Hallessena (Summer),Summer,-,Axe,-,Draph,-,Attack,1308,11060,Sumire Uesaka,https://gbf.wiki/Hallessena_(Summer)
4443,9.8,SSR,Dark,Halluel and Malluel,Grand,-,Dagger,-,Primal,-,Special,1500,4400,Emiri Katō,https://gbf.wiki/Halluel_and_Malluel
4223,9.6,SSR,Light,Halluel and Malluel (Summer),Summer,-,Dagger,-,Primal,-,Balanced,1600,4000,Emiri Katō,https://gbf.wiki/Halluel_and_Malluel_(Summer)
3173,6.0,SR,Wind,Haohmaru,Tie-In / Collab,-,Katana,-,Human,-,Attack,900,5600,Daiki Nakamura,https://gbf.wiki/Haohmaru
2009,4.0,R,Wind,Hazen,Permanent,-,Staff,Melee,Human,-,Defense,800,3200,Kenji Hamada,https://gbf.wiki/Hazen
3066,7.0,SR,Wind,Hazen (SR),Permanent,-,Staff,Melee,Human,-,Heal,1300,5000,Kenji Hamada,https://gbf.wiki/Hazen_(SR)
4450,9.6,SSR,Fire,Hekate,Permanent,-,Staff,-,Other,-,Attack,1140,10150,Shizuka Itō,https://gbf.wiki/Hekate
4543,9.5,SSR,Dark,Hekate (Summer),Summer,-,Staff,-,Other,-,Attack,1258,9710,Shizuka Itō,https://gbf.wiki/Hekate_(Summer)
4251,9.5,SSR,Dark,Helel ben Shalem,Grand,-,Spear,Staff,Other,-,Special,1270,8880,Mariya Ise,https://gbf.wiki/Helel_ben_Shalem
4497,9.6,SSR,Earth,Helel ben Shalem (Holiday),Holiday,-,Spear,Staff,Other,-,Special,1310,8880,Mariya Ise,https://gbf.wiki/Helel_ben_Shalem_(Holiday)
4351,9.8,SSR,Water,Helel ben Shalem (Summer),Summer,-,Spear,Staff,Other,-,Special,1300,8770,Mariya Ise,https://gbf.wiki/Helel_ben_Shalem_(Summer)
4060,9.3,SSR,Fire,Heles,Permanent,-,Spear,Staff,Erune,-,Attack,1150,8640,Yumi Tōma,https://gbf.wiki/Heles
4091,9.4,SSR,Light,Heles (Summer),Summer,-,Spear,-,Erune,-,Balanced,1150,8640,Yumi Tōma,https://gbf.wiki/Heles_(Summer)
4208,9.2,SSR,Wind,Heles (Wind),Permanent,-,Spear,-,Erune,-,Attack,1170,8600,Yumi Tōma,https://gbf.wiki/Heles_(Wind)
3004,8.0,SR,Wind,Helnar,Permanent,-,Sabre,-,Erune,-,Balanced,1250,5625,Tatsuhisa Suzuki,https://gbf.wiki/Helnar
3031,6.5,SR,Wind,Helnar (Summer),Summer,-,Sabre,-,Erune,-,Special,1300,5920,Tatsuhisa Suzuki,https://gbf.wiki/Helnar_(Summer)
2001,4.5,R,Earth,Herja,Permanent,-,Sabre,-,Human,-,Balanced,840,3800,Minako Kotobuki,https://gbf.wiki/Herja
3175,7.0,SR,Earth,Herja (SR),Permanent,-,Sabre,-,Human,-,Balanced,1210,6450,Minako Kotobuki,https://gbf.wiki/Herja_(SR)
4271,8.5,SSR,Earth,Herja (SSR),Permanent,-,Sabre,-,Human,-,Defense,2020,6820,Minako Kotobuki,https://gbf.wiki/Herja_(SSR)
4506,9.3,SSR,Dark,Himiko Toga,Tie-In / Collab,-,Dagger,-,Human,-,Special,1570,7350,Misato Fukuen,https://gbf.wiki/Himiko_Toga
4294,8.0,SSR,Fire,Hiro Ryugasaki,Tie-In / Collab,-,Melee,-,Human,-,Attack,1280,9600,Gakuto Kajiwara,https://gbf.wiki/Hiro_Ryugasaki
4518,9.9,SSR,Light,Horus (Summer),Summer,-,Staff,-,Primal,-,Special,1264,8880,Misa Ishii,https://gbf.wiki/Horus_(Summer)
4462,9.6,SSR,Fire,Icarus,Permanent,-,Sabre,-,Human,-,Attack,1200,10000,Mitsuhiro Ichiki,https://gbf.wiki/Icarus
4277,9.3,SSR,Fire,Illnott,Permanent,-,Gun,-,Human,-,Attack,1200,10000,Akari Kitō,https://gbf.wiki/Illnott
4496,9.8,SSR,Light,Illnott (Holiday),Holiday,-,Gun,-,Human,-,Special,1225,9075,Akari Kitō,https://gbf.wiki/Illnott_(Holiday)
4345,9.8,SSR,Earth,Illnott (Summer),Summer,-,Gun,-,Human,-,Special,1330,8550,Akari Kitō,https://gbf.wiki/Illnott_(Summer)
4148,9.1,SSR,Earth,Ilsa,Permanent,-,Gun,Bow,Erune,-,Attack,1200,8500,Mie Sonozaki,https://gbf.wiki/Ilsa
4258,9.4,SSR,Light,Ilsa (Light),Permanent,-,Gun,Bow,Erune,-,Defense,1738,6430,Mie Sonozaki,https://gbf.wiki/Ilsa_(Light)
4177,9.2,SSR,Fire,Ilsa (Summer),Summer,-,Bow,Gun,Erune,-,Attack,1160,8640,Mie Sonozaki,https://gbf.wiki/Ilsa_(Summer)
4456,10,SSR,Dark,Ilsa (Yukata),Yukata,-,Gun,Bow,Erune,-,Attack,1266,11200,Mie Sonozaki,https://gbf.wiki/Ilsa_(Yukata)
4569,9.7,SSR,Dark,Indala,Zodiac,-,Sabre,Katana,Human,-,Special,1280,8800,Yuki Nakashima,https://gbf.wiki/Indala
3006,7.5,SR,Water,Io,Permanent,-,Staff,-,Human,-,Heal,1250,5000,Yukari Tamura,https://gbf.wiki/Io
4065,9.6,SSR,Light,Io (Grand),Grand,-,Staff,-,Human,-,Balanced,1770,7700,Yukari Tamura,https://gbf.wiki/Io_(Grand)
4015,9.0,SSR,Fire,Io (Summer),Summer,-,Staff,-,Human,-,Attack,1225,9680,Yukari Tamura,https://gbf.wiki/Io_(Summer)
2038,5.0,R,Fire,Ippatsu,Permanent,-,Melee,-,Human,-,Special,700,4440,Norio Wakamoto,https://gbf.wiki/Ippatsu
3232,6.5,SR,Fire,Ippatsu (SR),Permanent,-,Melee,-,Human,-,Special,1075,6500,Norio Wakamoto,https://gbf.wiki/Ippatsu_(SR)
4382,9.5,SSR,Dark,Ippatsu (SSR),Permanent,-,Melee,-,Human,-,Special,1296,8720,Norio Wakamoto,https://gbf.wiki/Ippatsu_(SSR)
2060,5.5,R,Fire,Ippatsu (Summer),Summer,-,Melee,-,Human,-,Special,700,4440,Norio Wakamoto,https://gbf.wiki/Ippatsu_(Summer)
4398,8.5,SSR,Fire,Iroha,Tie-In / Collab,-,Spear,-,Human,-,Special,1275,8825,Inori Minase,https://gbf.wiki/Iroha
4327,9.5,SSR,Water,Isaac,Permanent,-,Gun,Melee,Human,-,Defense,1960,7000,Kōsuke Toriumi,https://gbf.wiki/Isaac
4100,9.2,SSR,Water,Izmir,Permanent,-,Sabre,-,Draph,-,Attack,1370,9980,Aya Endo,https://gbf.wiki/Izmir
4126,8.5,SSR,Water,Izmir (Summer),Summer,-,Sabre,-,Draph,-,Attack,1350,10100,Aya Endo,https://gbf.wiki/Izmir_(Summer)
4343,9.5,SSR,Fire,Izmir (Yukata),Yukata,-,Sabre,-,Draph,-,Attack,1320,10200,Aya Endo,https://gbf.wiki/Izmir_(Yukata)
4504,9.3,SSR,Wind,Izuku Midoriya,Tie-In / Collab,-,Melee,-,Human,-,Balanced,1660,7700,Daiki Yamashita,https://gbf.wiki/Izuku_Midoriya
3205,7.5,SR,Fire,Izuminokami Kanesada,Tie-In / Collab,-,Katana,-,Other,-,Attack,750,6250,Ryōhei Kimura,https://gbf.wiki/Izuminokami_Kanesada
3075,6.0,SR,Light,J.J.,Permanent,-,Harp,-,Human,-,Special,1150,5750,Subaru Kimura,https://gbf.wiki/J.J.
3149,7.0,SR,Earth,J.J. (Summer),Summer,-,Harp,-,Human,-,Special,1450,5750,Subaru Kimura,https://gbf.wiki/J.J._(Summer)
